#Yields by mass fraction
#Initial metallicity: Z = 0.0
#Spec A      Initial        0.85 Msun       1.0 Msun        2.0 Msun        3.0 Msun
h1     1  7.5479709E-01   7.0142235E-01   6.5965380E-01   6.5962207E-01   5.8065326E-01
h2     2  1.9599925E-04   1.5748053E-04   9.1686528E-05   2.0228063E-08   3.3423187E-18
he3    3  7.8509698E-06   4.0440135E-05   1.6043092E-04   2.9527092E-07   1.1581065E-08
he4    4  2.4499906E-01   2.9759100E-01   3.2951190E-01   3.3668105E-01   4.0659228E-01
li7    7  3.1296879E-10   4.7043890E-10   1.2634341E-09   4.4909668E-10   4.8867406E-11
c12   12  0.0000000E+00   2.5977087E-05   1.8436106E-03   1.3087041E-04   4.8823274E-04
c13   13  0.0000000E+00   7.7777260E-06   3.6194208E-04   3.0337095E-05   1.1517065E-04
n14   14  0.0000000E+00   2.4367082E-04   3.9186259E-03   3.4321108E-03   1.1662065E-02
n15   15  0.0000000E+00   9.1040305E-09   1.1437066E-06   1.4933047E-07   7.4114416E-07
o16   16  0.0000000E+00   5.0339169E-04   4.3334249E-03   4.8846153E-05   1.5156085E-04
o17   17  0.0000000E+00   7.3977248E-06   4.5455262E-05   1.3968044E-07   6.1301344E-07
o18   18  0.0000000E+00   3.2521109E-08   1.4564084E-05   7.0306220E-11   2.4230136E-10
f19   19  0.0000000E+00   1.8475062E-09   6.2247358E-06   2.8787090E-10   1.1880067E-09
ne20  20  0.0000000E+00   2.4847083E-07   1.7262099E-06   2.7368086E-05   1.3855078E-04
ne21  21  0.0000000E+00   6.7657226E-12   4.6373267E-08   1.8055057E-09   3.7287209E-09
ne22  22  0.0000000E+00   8.3343279E-10   4.2394244E-05   4.7417330E-07   5.3151597E-06
na23  23  0.0000000E+00   1.2910043E-09   1.1307065E-05   1.2937041E-05   9.5386535E-05
mg24  24  0.0000000E+00   3.8380128E-11   1.3619078E-06   1.8649058E-07   2.6304147E-07
mg25  25  0.0000000E+00   1.4585049E-08   3.1655182E-07   1.7557055E-06   1.5621088E-05
mg26  26  0.0000000E+00   2.4746083E-08   4.0645234E-08   8.1589255E-06   6.8889386E-05
al26  26  0.0000000E+00   3.1823107E-11   3.3640194E-10   3.0845097E-07   1.4868083E-06
al27  27  0.0000000E+00   4.3872147E-08   1.6348094E-10   1.3365042E-06   7.3581413E-06
si28  28  0.0000000E+00   1.0020034E-07   1.6492095E-11   6.1700193E-07   1.3147074E-06
si29  29  0.0000000E+00   1.1576039E-08   8.2274474E-13   1.2692040E-07   3.0645172E-07
si30  30  0.0000000E+00   2.7681093E-09   1.8336106E-13   3.3375104E-08   7.4921420E-08
p31   31  0.0000000E+00   2.2000074E-08   2.0712119E-12   5.2190163E-07   1.1172063E-06
s32   32  0.0000000E+00   4.3808147E-09   1.2243070E-12   1.8699122E-07   2.6646370E-07
s33   33  0.0000000E+00   6.2422209E-10   3.3587193E-14   9.2323289E-09   1.5424086E-08
s34   34  0.0000000E+00   2.1946073E-10   1.3172076E-13   5.5570174E-09   1.4233080E-08
fe56  56  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
fe57  57  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
fe58  58  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
fe60  60  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
co59  59  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
ni58  58  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
ni60  60  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
ni61  61  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
ni62  62  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
g      1  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
