#Yields by mass fraction
#Initial metallicity: [Fe/H] = -5.45
#Spec A      Initial        0.85 Msun       1.0 Msun        2.0 Msun        3.0 Msun
h1     1  7.5495094E-01   6.5795136E-01   7.3022660E-01   6.5098163E-01   6.0249686E-01
h2     2  0.0000000E+00   4.4703093E-19   3.7800824E-18   4.0384101E-18   3.5413816E-18
he3    3  0.0000000E+00   6.2079128E-05   1.6764922E-04   1.7054043E-07   1.8894902E-08
he4    4  2.4504899E-01   3.2928068E-01   2.6742876E-01   3.3438084E-01   3.8004802E-01
li7    7  3.1303259E-10   1.0455022E-09   1.0025975E-08   3.0909451E-10   5.0338706E-11
c12   12  1.4594918E-08   6.0498125E-03   1.8365915E-03   4.9620124E-04   6.3487669E-04
c13   13  1.4874974E-15   9.6752200E-04   1.4209934E-04   1.1430029E-04   1.4934922E-04
n14   14  2.5373073E-15   9.9573467E-04   8.0764629E-05   1.3406034E-02   1.5770918E-02
n15   15  1.4543908E-17   2.9094060E-07   2.8127869E-09   5.2743132E-07   9.2149520E-07
o16   16  2.4964991E-08   3.8898080E-03   1.0394952E-04   2.0592052E-04   2.2311884E-04
o17   17  3.7985595E-16   7.9299164E-04   2.1832898E-06   5.0354126E-07   7.9964583E-07
o18   18  2.5331065E-15   1.2198025E-06   2.2942893E-09   2.1006053E-10   2.4276874E-10
f19   19  4.3860769E-17   1.7180036E-08   2.7152874E-08   1.4632037E-09   1.0278946E-09
ne20  20  1.0348069E-08   2.9530061E-06   3.7993823E-06   5.8241146E-05   2.1679887E-04
ne21  21  2.3062611E-12   4.7960099E-07   6.1247715E-07   4.3961110E-09   5.2129728E-09
ne22  22  5.1952387E-13   2.9680061E-06   6.7175688E-06   1.1987034E-05   1.2340965E-05
na23  23  1.3745248E-10   4.8957101E-08   1.6176925E-07   2.5048063E-04   2.6124864E-04
mg24  24  4.6257248E-09   5.1278106E-09   5.9404724E-09   3.0989078E-07   6.0270686E-07
mg25  25  5.0235044E-11   7.5424156E-10   9.4429561E-10   1.7160043E-05   3.0184843E-05
mg26  26  5.5443085E-11   2.0020041E-08   2.5801880E-09   6.9554174E-05   1.3503930E-04
al26  26  0.0000000E+00   1.5001031E-14   1.1589946E-11   1.0419026E-06   2.3229879E-06
al27  27  1.1196439E-10   4.4835093E-10   1.6187925E-10   2.6266066E-06   9.7859490E-06
si28  28  4.1924382E-09   4.5999095E-09   4.3202799E-09   1.0191026E-06   2.4335873E-06
si29  29  4.4175832E-11   1.9512040E-10   7.4299654E-11   2.6694067E-07   6.4406664E-07
si30  30  3.1176233E-11   9.9401206E-11   3.7050828E-11   6.2913158E-08   1.6174916E-07
p31   31  1.1611822E-11   1.6059033E-09   8.4926605E-11   8.3294209E-07   2.4721871E-06
s32   32  1.8422883E-09   2.3521049E-09   1.8357927E-09   1.8177183E-07   5.9639430E-07
s33   33  8.7071408E-12   8.4869176E-11   2.1932898E-11   1.5836040E-08   3.3191827E-08
s34   34  5.9273851E-10   5.6728117E-10   5.8691727E-10   1.3085033E-08   3.6225811E-08
fe56  56  5.0768550E-09   4.4274092E-09   5.0033767E-09   4.9047123E-09   4.8205749E-09
fe57  57  1.5364572E-10   1.3399028E-10   1.5189929E-10   1.5105038E-10   1.4750923E-10
fe58  58  3.1221842E-17   2.7486057E-17   3.9808815E-12   1.2987033E-11   8.7937542E-12
fe60  60  0.0000000E+00   2.0130042E-18   1.0549951E-14   5.6102141E-12   6.1583679E-12
co59  59  8.0787152E-11   7.0451146E-11   8.2109618E-11   8.4074252E-11   8.0894589E-11
ni58  58  7.1702336E-11   6.2527129E-11   7.0649671E-11   6.9196174E-11   6.8035646E-11
ni60  60  8.3236642E-14   7.2633150E-14   1.4802932E-11   2.4637551E-11   2.9674382E-11
ni61  61  4.4752447E-16   7.4793155E-10   6.1362715E-11   1.4389036E-10   2.4256874E-10
ni62  62  2.6671533E-19   2.1475044E-19   1.0828950E-19   1.7025043E-23   6.5934657E-24
g      1  5.2285654E-15   1.9484040E-06   4.7331780E-08   5.2759132E-09   1.2476935E-08
