#Yields by mass fraction
#Initial metallicity: [Fe/H] = -3.00
#Spec A      Initial        0.85 Msun       1.0 Msun        2.0 Msun        3.0 Msun
h1     1  7.5493698E-01   7.4777580E-01   7.2964132E-01   6.7803562E-01   6.1872637E-01
h2     2  0.0000000E+00   2.2002877E-18   3.8706070E-18   4.2399352E-18   3.7007783E-18
he3    3  0.0000000E+00   2.6845849E-04   2.2879041E-04   2.5559212E-06   3.8987771E-08
he4    4  2.4504446E-01   2.5141859E-01   2.6765048E-01   3.0812255E-01   3.5613791E-01
li7    7  3.1302680E-10   9.1506486E-10   2.4350187E-09   2.0094734E-10   6.4386173E-11
c12   12  4.0411333E-06   3.9292780E-04   2.0053036E-03   4.7089390E-04   8.7622486E-04
c13   13  4.1191474E-13   2.0233886E-05   1.0708019E-04   1.0760089E-04   2.0470880E-04
n14   14  7.0278752E-13   5.7883897E-06   5.9418109E-05   1.2589104E-02   2.2334869E-02
n15   15  4.0282309E-15   7.8275561E-10   2.6815048E-09   4.7033390E-07   1.1296934E-06
o16   16  6.9132544E-06   9.3315476E-05   2.5973047E-04   1.9763164E-04   3.4796796E-04
o17   17  1.0519809E-13   1.0542941E-05   1.6118029E-05   4.3842364E-07   1.0803937E-06
o18   18  7.0158730E-13   8.0188550E-09   1.7310031E-08   1.9039158E-10   2.7193841E-10
f19   19  1.2145104E-14   1.3599924E-10   1.1587021E-10   1.3153109E-09   1.5041912E-09
ne20  20  2.8665201E-06   4.1984764E-06   8.4273152E-06   4.5873380E-05   2.5821849E-04
ne21  21  6.3893593E-10   2.5023860E-07   1.0943020E-06   6.9817579E-09   9.3256453E-09
ne22  22  1.4388411E-10   1.9899888E-06   7.4131134E-06   1.3515115E-05   3.2309840E-05
na23  23  3.8071908E-08   4.9112724E-08   1.5830029E-07   3.3418277E-04   6.7391605E-04
mg24  24  1.2808724E-06   1.2787928E-06   1.2680023E-06   1.4281118E-06   1.6908901E-06
mg25  25  1.3910024E-08   1.4157921E-08   1.4209026E-08   1.3080108E-05   6.7623604E-05
mg26  26  1.5355786E-08   2.2385874E-08   3.5230064E-08   5.4895455E-05   2.9569827E-04
al26  26  0.0000000E+00   8.8389504E-13   4.3495079E-11   7.0246582E-07   4.0271764E-06
al27  27  3.1001625E-08   3.1139825E-08   3.1612057E-08   1.7294143E-06   1.4297916E-05
si28  28  1.1610907E-06   1.1589935E-06   1.1504021E-06   1.9815164E-06   6.2960631E-06
si29  29  1.2237320E-08   1.2268931E-08   1.2299022E-08   2.4010199E-07   1.4939912E-06
si30  30  8.6295658E-09   8.6342515E-09   9.0692164E-09   6.3293525E-08   3.7005783E-07
p31   31  3.2152834E-09   3.7689788E-09   1.2572023E-08   7.5424625E-07   5.4436681E-06
s32   32  5.1017257E-07   5.0946077E-07   5.0944128E-07   6.5654531E-07   1.7020966E-06
s33   33  2.4110875E-09   2.5677856E-09   6.1011110E-09   1.7132142E-08   5.8770656E-08
s34   34  1.6414778E-07   1.6385908E-07   1.6372030E-07   1.6914140E-07   2.3761861E-07
fe56  56  1.4058551E-06   1.4028921E-06   1.3903025E-06   1.3449112E-06   1.3053923E-06
fe57  57  4.2546820E-08   4.2454762E-08   4.2077076E-08   4.1720346E-08   3.9872766E-08
fe58  58  8.6435684E-15   9.6388459E-14   3.3704061E-13   4.1115341E-09   2.4105859E-09
fe60  60  0.0000000E+00   1.2384931E-15   0.0000000E+00   9.7453808E-10   1.9489886E-09
co59  59  2.2370959E-08   2.2323875E-08   2.2124040E-08   2.3174193E-08   2.1950872E-08
ni58  58  1.9862804E-08   1.9820889E-08   1.9643035E-08   1.8973157E-08   1.8432892E-08
ni60  60  2.3056184E-11   2.3155870E-11   2.4341044E-11   8.8794588E-09   1.1041105E-08
ni61  61  1.2397450E-13   3.1046826E-09   1.7537032E-08   5.2701437E-08   9.8138425E-08
ni62  62  7.3855401E-17   4.8927725E-17   2.8783052E-17   2.6368219E-19   1.0872936E-21
g      1  1.4479427E-12   3.1303824E-06   9.8844179E-06   2.2666188E-06   4.2784749E-06
