 alpha_MLT Mi    Mej       My(H)     My(3He)   My(4He)    My(12C)   My(13C)  My(14N)    My(15N)    My(16O)  My(17O)    My(18O)   My(CNO)
 1.68  0.837 2.870E-01 -4.793E-03 5.564E-04 4.219E-03 -3.230E-05 1.193E-05 2.479E-05 -1.507E-07 -2.296E-08 1.435E-09 -3.300E-08 4.209E-06
 1.68  0.868 2.680E-01 -4.449E-03 4.837E-04 3.966E-03 -3.767E-05 1.159E-05 3.118E-05 -1.525E-07 -2.144E-08 1.876E-09 -4.422E-08 4.892E-06
 1.68  0.934 2.340E-01 -3.884E-03 3.629E-04 3.533E-03 -4.833E-05 1.117E-05 4.408E-05 -1.589E-07 -1.872E-08 4.914E-09 -8.307E-08 6.654E-06
 1.68  1.005 2.050E-01 -3.464E-03 2.710E-04 3.198E-03 -5.813E-05 1.093E-05 5.624E-05 -1.652E-07 -1.640E-08 9.635E-09 -1.281E-07 8.749E-06
 1.68  1.082 1.820E-01 -3.058E-03 2.043E-04 2.839E-03 -6.762E-05 1.044E-05 6.759E-05 -1.694E-07 -1.456E-08 2.239E-08 -1.775E-07 1.007E-05
 1.68  1.163 1.630E-01 -2.510E-03 1.584E-04 2.331E-03 -6.969E-05 9.799E-06 7.096E-05 -1.677E-07 -1.304E-08 3.928E-08 -2.046E-07 1.073E-05
 1.68  1.248 1.480E-01 -2.013E-03 1.266E-04 1.865E-03 -6.890E-05 9.141E-06 7.080E-05 -1.632E-07 -1.184E-08 5.609E-08 -2.183E-07 1.070E-05
 1.68  1.334 1.340E-01 -1.662E-03 1.023E-04 1.541E-03 -6.949E-05 8.411E-06 7.214E-05 -1.592E-07 -1.072E-08 8.120E-08 -2.392E-07 1.074E-05
 1.68  1.420 1.200E-01 -1.488E-03 8.203E-05 1.392E-03 -7.483E-05 7.808E-06 7.876E-05 -1.597E-07 -1.296E-07 1.296E-07 -2.766E-07 1.131E-05
 1.68  1.504 1.040E-01 -1.373E-03 6.238E-05 1.300E-03 -8.128E-05 7.464E-06 8.719E-05 -1.597E-07 -2.163E-07 2.251E-07 -3.094E-07 1.291E-05
 1.68  1.588 8.800E-02 -1.144E-03 4.634E-05 1.082E-03 -7.494E-05 6.245E-06 8.152E-05 -1.425E-07 -1.415E-06 8.338E-07 -2.979E-07 1.181E-05
 1.68  1.672 7.200E-02 -9.432E-04 3.375E-05 9.000E-04 -6.412E-05 5.095E-06 7.174E-05 -1.201E-07 -3.822E-06 1.441E-06 -2.596E-07 9.953E-06
 1.68  1.756 5.600E-02 -7.728E-04 2.339E-05 7.448E-04 -5.138E-05 3.924E-06 5.960E-05 -9.514E-08 -5.716E-06 1.663E-06 -2.125E-07 7.784E-06
 1.68  1.839 3.900E-02 -5.850E-04 1.562E-05 5.655E-04 -3.664E-05 2.713E-06 4.428E-05 -6.724E-08 -6.243E-06 1.465E-06 -1.542E-07 5.350E-06
 1.68  1.923 2.300E-02 -3.703E-04 8.507E-06 3.634E-04 -2.200E-05 1.607E-06 2.761E-05 -4.018E-08 -5.039E-06 1.038E-06 -9.373E-08 3.080E-06
