 alpha_MLT  Mi     He/H     C/H        N/H      O/H
 1.68     0.868 1.026E-01 3.981E-04 1.047E-04 8.314E-04
 1.68     0.934 1.047E-01 3.996E-04 1.057E-04 8.356E-04
 1.68     1.005 1.049E-01 3.950E-04 1.103E-04 8.354E-04
 1.68     1.082 1.048E-01 3.845E-04 1.205E-04 8.350E-04
 1.68     1.163 1.052E-01 3.590E-04 1.463E-04 8.353E-04
 1.68     1.248 1.052E-01 3.590E-04 1.463E-04 8.353E-04
 1.68     1.334 1.031E-01 3.460E-04 1.562E-04 8.301E-04
 1.68     1.420 1.031E-01 3.460E-04 1.562E-04 8.301E-04
 1.68     1.504 1.077E-01 7.944E-04 1.677E-04 8.609E-04
 1.68     1.588 1.114E-01 1.073E-03 1.909E-04 8.827E-04
 1.68     1.672 1.136E-01 1.269E-03 2.100E-04 8.932E-04
 1.68     1.756 1.160E-01 1.501E-03 2.100E-04 9.088E-04
 1.68     1.839 1.184E-01 1.676E-03 2.189E-04 9.174E-04
 1.68     1.923 1.208E-01 1.815E-03 2.285E-04 9.228E-04
 1.68     2.000 1.231E-01 1.992E-03 2.350E-04 9.314E-04
 1.68     2.200 1.282E-01 2.251E-03 2.557E-04 9.402E-04
 1.68     2.500 1.333E-01 2.531E-03 2.757E-04 9.501E-04
 1.68     3.000 1.354E-01 2.659E-03 2.902E-04 9.509E-04
 1.68     3.500 1.271E-01 1.868E-03 2.907E-04 8.938E-04
 1.68     4.000 1.218E-01 1.220E-03 2.953E-04 8.479E-04
 1.68     4.500 1.270E-01 9.840E-04 3.262E-04 8.290E-04
 1.68     5.000 1.387E-01 8.228E-04 4.993E-04 8.235E-04
 2.00     3.500 1.354E-01 2.673E-03 2.907E-04 9.487E-04
 2.00     4.000 1.282E-01 1.760E-03 3.758E-04 8.894E-04
 2.00     4.500 1.292E-01 3.050E-04 1.189E-03 8.415E-04
 2.00     5.000 1.406E-01 2.367E-04 1.187E-03 8.292E-04
 2.50     3.500 1.427E-01 2.717E-03 9.364E-04 9.957E-04
 2.50     4.000 1.307E-01 2.224E-04 2.043E-03 9.001E-04
 2.50     4.500 1.319E-01 1.675E-04 1.418E-03 8.350E-04
 2.50     5.000 1.423E-01 1.340E-04 1.272E-03 7.975E-04
